Species,12/28/11,4/3/12,8/7/12,11/6/12,1/26/13,2/8/13,2/5/13,3/24/13,4/7/13,4/29/13,7/14/13,9/3/13,9/24/13,11/10/13,12/14/13,1/19/14,2/17/14,3/23/14,5/4/14,6/16/14,7/24/14,8/22/14,8/25/14,9/28/14,11/16/14,12/7/14,12/17/14,1/6/15,1/14/15,1/25/15,2/8/15,2/23/15,3/8/15,3/24/15,4/4/15,4/19/15,5/3/15,5/31/15,6/14/15,7/8/15,7/9/15,7/10/15,7/11/15,7/12/15,7/15/15,7/19/15,7/26/15,8/23/15,9/6/15,9/16/15,10/11/15,11/8/15,11/22/15,12/27/15,1/10/16,1/24/16,2/7/16,2/28/16,3/13/16,3/27/16,4/24/16,5/8/16,5/22/16,6/5/16,6/15/16,6/19/16,6/26/16,7/3/16,7/19/16,7/31/16,8/14/16,9/4/16,9/11/16,10/8/16,10/17/16,10/26/16,11/5/16,11/9/16,11/10/16,11/13/16,11/20/16,11/27/16,12/1/16,12/3/16,12/4/16,12/11/16,12/17/16,12/25/16,1/1/17,1/8/17,1/15/17,1/22/17,1/31/17,2/11/17,2/26/17,3/13/17,4/16/17,4/30/17,5/14/17,5/28/17,6/25/17,7/17/17,8/13/17,9/16/17,10/15/17,10/25/17,11/9/17,12/3/17,12/10/17,12/31/17,1/14/18,1/24/18,2/12/18,2/25/18,3/10/18,3/26/18,4/8/18,4/20/18,5/13/18,5/27/18,6/10/18,6/24/18,7/1/18,7/17/18,7/18/18,7/29/18,8/11/18,8/25/18,8/31/18,9/1/18,9/18/18,9/19/18,9/24/18,9/29/18,10/3/18,10/7/18,10/17/18,11/4/18,11/14/18,11/24/18,12/1/18,12/12/18,12/25/18,1/13/19,1/27/19,2/10/19,2/24/19,3/18/19,3/31/19,4/14/19,4/28/19,5/12/19,5/19/19,6/2/19,6/16/19,6/23/19,7/14/19,7/28/19,8/11/19
p__Firmicutes;f__Clostridiaceae;g__,0.09,0.03,0.06,0.1,0.15,0.15,0.36,0.26,0.23,0.09,0.07,0.04,0.01,0.02,0.1,0.16,0.1,0.1,0.15,0.05,0.1,0.05,0.1,0.17,0.05,0.13,0.06,0.12,0.08,0.21,0.11,0.07,0.16,0.28,0.17,0.19,0.11,0.11,0.33,0.08,0.01,0.15,0.1,0.08,0.23,0.11,0.1,0.02,0.13,0.05,0.1,0.0,0.24,0.13,0.13,0.24,0.12,0.17,0.21,0.17,0.16,0.21,1.18,0.09,0.09,0.12,0.04,0.19,0.19,0.06,0.08,0.24,0.13,0.16,0.13,0.02,0.17,0.13,0.15,0.12,0.11,0.21,0.1,0.02,0.0,0.12,0.19,0.17,0.15,0.15,0.27,0.15,0.22,0.29,0.14,0.22,0.13,0.23,0.05,0.11,0.1,0.06,0.15,0.11,0.11,0.08,0.07,0.12,0.02,0.02,0.03,0.11,0.13,0.09,0.08,0.3,0.08,0.04,0.1,0.08,0.23,0.15,0.13,0.28,0.12,0.1,0.21,0.11,0.09,0.17,0.13,0.04,0.02,0.08,0.06,0.14,0.14,0.08,0.08,0.11,0.06,0.17,0.13,0.11,0.14,0.12,0.11,0.07,0.1,0.1,0.06,0.03,0.17,0.14,0.07,0.1,0.08,0.14,0.11
p__Firmicutes;f__Clostridiaceae;g__Clostridium,0.02,0.52,0.39,0.32,0.12,0.51,0.17,0.14,0.33,0.33,0.17,0.18,0.12,0.09,0.4,0.33,0.11,0.04,0.19,0.17,0.23,0.17,0.06,0.15,0.07,0.15,0.15,0.24,0.14,0.01,0.04,0.12,0.19,0.07,0.06,0.05,0.26,0.21,0.02,0.05,0.26,0.14,0.2,0.17,0.32,0.07,0.04,0.07,0.14,0.7,0.04,0.06,0.06,0.0,0.0,0.02,0.03,0.04,0.02,0.0,0.02,0.02,0.0,0.11,0.11,0.01,0.06,0.11,0.02,0.02,0.0,0.11,0.02,0.04,0.02,0.27,0.02,0.0,0.45,0.11,0.0,0.02,0.15,0.0,0.0,0.04,0.13,0.0,0.45,0.42,0.13,0.31,0.29,0.36,0.4,0.43,0.15,0.23,0.31,0.43,0.18,0.42,0.29,0.18,0.2,0.18,0.49,0.14,0.4,0.2,0.23,0.2,0.08,0.04,0.44,0.2,0.66,0.23,0.1,0.23,0.71,0.42,0.05,1.07,0.11,0.49,0.8,0.67,0.33,0.4,0.33,0.43,0.09,0.15,0.13,0.02,0.21,0.02,0.16,0.12,0.23,0.06,0.29,0.19,0.22,0.24,0.12,0.38,0.13,0.22,0.49,0.58,0.26,0.33,0.68,0.36,0.25,0.14,0.15
p__Firmicutes;f__Erysipelotrichaceae;g__,1.29,2.12,2.77,0.67,2.17,1.24,0.66,0.21,0.39,0.82,1.06,1.01,1.93,0.82,0.8,1.39,1.19,1.73,1.61,0.52,0.73,1.55,1.05,0.76,0.74,2.61,0.3,0.66,0.51,0.72,0.44,1.6,3.02,1.25,2.74,0.63,2.28,0.67,1.89,4.36,0.82,1.14,1.57,0.5,0.42,1.17,1.31,0.78,0.38,0.26,0.33,0.68,1.5,0.74,0.24,0.93,1.18,0.98,1.11,0.84,0.27,0.88,0.0,2.09,1.44,0.8,0.98,0.36,2.43,1.16,0.76,1.05,1.34,0.85,1.06,0.47,0.48,1.81,0.72,0.47,1.05,0.93,2.11,0.0,0.42,1.25,2.19,0.49,0.69,1.61,0.58,1.48,0.98,0.76,1.49,1.01,0.34,0.45,0.75,0.6,0.68,0.59,0.91,0.62,1.01,0.84,0.6,1.07,0.99,1.73,0.87,0.73,0.58,1.49,1.01,0.66,1.32,1.07,0.78,0.56,0.8,1.05,4.17,2.55,0.6,0.29,0.88,1.03,0.33,1.06,0.79,0.28,0.43,0.25,0.47,0.6,0.8,0.92,0.48,1.12,1.35,1.42,0.71,0.54,1.12,1.11,0.93,2.69,0.7,1.24,0.95,0.65,0.78,0.93,1.03,1.45,0.96,1.8,0.74
p__Firmicutes;f__Erysipelotrichaceae;g__[Eubacterium],0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.08,0.0,0.04,0.01,0.08,0.0,0.0,0.03,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.07,0.01,0.05,0.06,0.0,0.15,0.02,0.0,0.02,0.09,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.02,0.03,0.0,0.04,0.03,1.85,0.46,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Firmicutes;f__Lachnospiraceae;g__,4.83,8.87,14.69,5.68,5.7,4.6,5.19,7.09,5.99,8.54,8.51,5.25,5.95,6.43,6.5,5.31,3.59,4.06,4.0,4.2,5.7,11.69,5.95,8.42,10.36,6.41,8.08,6.17,7.03,4.81,12.01,13.26,4.26,5.0,10.94,4.16,13.34,5.04,8.39,13.66,9.33,6.87,7.3,4.3,5.32,6.97,6.27,6.61,7.61,10.12,8.12,8.08,8.31,8.43,7.51,12.02,10.07,9.03,9.64,9.9,8.73,8.33,3.99,6.2,6.94,4.66,7.69,9.93,12.64,10.02,7.48,9.97,6.93,9.27,7.13,13.12,9.33,11.71,11.91,9.29,8.4,5.47,13.37,0.35,0.57,8.74,15.34,6.6,7.56,9.26,6.65,11.31,7.5,7.23,6.91,8.41,10.17,11.56,8.79,10.74,6.86,12.35,14.03,11.12,8.54,10.07,8.24,11.4,6.82,16.57,8.76,13.75,8.33,5.84,12.76,14.29,7.1,9.17,8.52,8.05,13.38,12.51,11.76,8.8,14.18,9.48,9.67,7.07,7.41,8.98,11.91,9.28,5.43,12.46,8.64,4.79,7.2,6.03,9.64,8.66,8.95,11.51,12.79,8.85,8.98,10.08,8.7,11.03,10.29,6.68,7.53,6.4,8.44,10.38,9.21,6.42,10.35,6.9,9.44
p__Firmicutes;f__Lachnospiraceae;g__Blautia,1.74,4.26,5.44,2.49,1.58,1.48,1.26,0.74,0.94,2.62,1.38,0.84,1.01,0.83,0.8,2.81,0.84,0.76,1.04,0.79,2.08,3.71,2.02,1.42,1.39,2.65,1.17,1.32,0.59,0.88,0.85,2.43,0.53,1.5,3.04,0.52,3.58,1.11,2.01,3.14,1.04,1.5,2.77,0.79,0.72,1.66,1.43,2.26,1.64,1.04,1.17,1.74,2.9,2.24,0.58,4.12,2.25,4.93,3.36,1.8,1.8,2.9,0.12,1.94,2.45,0.77,3.18,1.75,4.21,3.55,1.53,3.21,1.63,2.29,1.38,3.14,1.34,1.28,2.9,1.18,1.54,1.93,3.05,0.02,0.0,12.54,6.12,1.02,1.97,3.07,1.49,2.67,2.36,1.88,4.06,2.32,1.34,2.73,2.52,2.77,0.92,1.52,1.77,1.84,1.81,1.94,1.66,1.81,1.02,2.43,3.22,2.12,1.57,1.67,2.57,1.76,1.62,2.08,2.11,1.68,1.83,3.07,3.06,1.76,0.58,0.71,0.66,1.06,0.76,1.04,1.57,0.87,0.96,0.77,1.12,0.94,0.77,1.21,0.77,1.65,1.05,1.03,0.93,0.81,1.08,0.7,0.57,2.05,1.22,1.25,0.67,0.82,0.57,1.21,1.31,1.41,0.73,1.18,0.92
p__Firmicutes;f__Lachnospiraceae;g__Coprococcus,0.1,0.06,0.17,0.08,0.08,0.12,0.26,0.06,0.09,0.18,0.12,0.09,0.08,0.07,0.1,0.92,2.82,2.65,1.47,5.81,1.55,4.37,1.43,4.3,5.24,1.32,2.96,1.02,2.94,4.96,2.7,5.43,1.44,4.52,5.08,5.59,4.33,7.0,4.52,0.63,0.08,0.32,0.41,1.96,3.3,8.39,7.35,7.25,2.05,0.24,10.49,3.91,7.54,10.95,1.66,8.48,15.85,10.45,11.82,18.55,19.4,11.88,2.25,11.54,15.04,8.5,6.36,1.35,7.7,1.77,3.78,4.71,7.49,10.43,16.94,3.62,2.01,0.83,0.36,11.78,8.96,0.69,1.57,0.02,0.0,0.18,3.25,6.06,7.33,6.36,12.51,6.09,4.43,2.37,7.56,14.03,6.34,6.74,8.49,4.69,7.62,1.24,4.59,7.62,7.42,4.57,0.19,6.53,6.51,3.55,4.23,7.58,4.24,4.76,1.35,3.19,5.61,2.8,2.09,1.02,2.18,0.23,0.41,2.75,0.33,1.35,1.22,1.67,3.04,2.83,1.54,1.09,0.92,5.42,7.22,0.33,4.2,1.45,2.17,7.4,10.64,4.86,7.85,5.79,2.86,3.67,5.9,0.83,0.71,2.76,2.12,4.25,2.92,3.72,1.14,1.18,0.71,0.77,1.2
p__Firmicutes;f__Lachnospiraceae;g__Dorea,0.38,0.38,0.68,0.27,0.2,0.29,1.29,0.34,0.55,0.43,0.94,0.94,0.43,0.56,0.2,0.3,1.32,0.24,3.21,0.36,3.37,0.98,0.61,0.28,0.54,0.79,0.39,1.31,0.26,0.32,0.52,0.37,0.13,2.29,0.52,2.64,1.81,0.36,4.18,0.67,0.32,0.45,2.17,0.22,0.26,0.47,0.32,0.47,3.94,0.33,0.89,0.45,0.87,2.26,4.47,1.81,3.25,2.9,0.47,0.52,0.83,0.79,1.0,0.61,0.59,1.01,0.69,4.04,1.08,0.43,5.18,1.88,0.95,1.96,1.59,1.48,2.74,3.51,1.65,0.54,1.67,0.41,0.3,0.0,0.0,0.51,0.91,0.14,0.11,0.4,0.14,0.23,0.23,0.89,0.66,0.72,0.22,0.26,0.38,0.61,0.67,0.27,0.31,0.38,0.34,0.32,0.64,0.39,0.22,0.55,0.48,0.32,0.27,0.25,0.5,0.36,0.25,0.39,0.33,0.17,0.4,0.36,0.51,0.26,0.15,0.27,0.17,0.25,0.19,0.28,0.18,0.11,0.2,0.18,0.18,0.23,0.23,0.25,0.14,0.33,0.28,0.51,0.31,0.14,0.19,0.29,0.3,0.52,0.17,0.35,0.27,0.35,0.22,0.04,0.51,0.25,0.3,0.31,0.33
p__Firmicutes;f__Lachnospiraceae;g__Lachnobacterium,0.06,0.98,0.27,0.53,0.24,0.39,0.34,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Firmicutes;f__Lachnospiraceae;g__Lachnospira,0.29,1.21,0.69,1.09,2.31,2.92,1.08,3.79,2.62,3.12,4.54,4.06,5.56,4.48,1.6,3.42,0.91,2.73,1.17,1.9,1.75,2.89,2.34,1.6,2.05,2.88,1.21,0.4,1.26,1.73,1.26,2.17,0.67,1.69,2.27,0.84,2.7,2.96,0.38,0.11,2.07,1.18,1.52,1.56,2.04,3.26,0.95,3.11,1.57,0.49,3.69,2.63,3.2,2.23,0.26,1.04,0.56,2.4,0.65,1.28,2.54,0.95,0.48,1.17,1.51,1.36,1.27,1.05,1.35,2.67,0.54,2.35,3.1,3.49,4.55,4.95,0.85,0.17,2.34,7.32,4.05,2.09,4.48,0.0,0.0,0.64,2.34,0.6,1.38,1.13,0.19,0.37,2.31,4.03,1.27,7.44,7.13,7.79,5.8,5.7,10.45,9.29,6.92,10.53,7.23,7.42,4.05,9.81,12.79,12.03,8.38,9.38,4.52,5.45,3.59,3.81,6.57,14.34,2.22,5.72,4.49,4.81,0.64,8.03,4.76,9.1,7.24,5.75,6.03,9.22,7.45,9.52,9.63,3.02,3.88,2.02,10.2,1.86,9.82,7.6,9.31,5.5,10.93,9.23,8.62,8.53,9.12,3.09,5.98,6.57,7.57,9.65,11.83,9.26,13.02,8.17,4.88,5.29,6.03
p__Firmicutes;f__Lachnospiraceae;g__Roseburia,0.17,0.83,1.49,0.82,0.84,0.71,0.86,1.81,2.23,2.3,0.49,0.24,0.23,0.34,0.0,0.13,0.18,0.31,0.01,0.14,0.11,0.44,0.2,1.24,0.71,0.45,0.0,0.15,0.09,0.07,0.0,0.0,0.62,0.2,0.32,0.08,0.0,0.51,0.0,0.61,0.96,0.77,1.19,1.04,0.77,2.34,1.4,0.59,0.45,1.11,1.54,1.17,1.49,1.89,0.08,2.67,0.2,1.37,2.35,1.18,2.47,0.82,0.0,0.71,1.07,0.42,0.96,0.38,1.17,3.01,0.33,0.36,0.54,0.41,2.2,2.97,0.16,0.28,1.37,1.04,0.35,0.32,2.96,0.0,0.0,0.03,0.81,0.17,0.4,0.99,0.26,0.74,1.08,0.19,0.26,1.55,2.29,1.82,0.53,0.48,0.99,0.59,0.78,0.32,1.39,1.71,0.04,0.73,0.65,4.54,0.02,1.01,0.28,0.19,0.03,1.1,0.5,0.44,0.0,0.21,0.09,0.0,0.01,0.66,0.0,0.59,1.28,0.66,0.25,0.43,0.06,0.01,0.0,0.0,0.0,0.23,0.05,0.0,0.71,0.88,0.0,0.47,0.56,0.43,0.54,0.51,0.97,0.94,0.03,0.55,0.77,0.59,0.11,0.42,0.49,0.36,0.66,0.2,0.33
p__Firmicutes;f__Lachnospiraceae;g__[Ruminococcus],1.37,0.58,0.61,0.35,0.27,0.14,0.36,0.15,0.12,0.26,0.08,0.08,0.08,0.08,0.2,0.38,0.36,0.11,0.65,0.14,0.39,1.08,0.34,0.27,0.43,0.66,0.23,0.21,0.3,0.59,0.32,0.61,0.16,0.68,0.64,0.24,0.62,0.43,0.66,2.0,0.32,0.6,0.97,0.24,0.14,0.44,0.51,0.71,0.52,0.37,0.35,0.49,0.98,0.99,0.31,0.84,1.14,1.01,1.16,0.43,0.16,0.67,0.22,0.9,0.71,0.54,0.56,0.54,1.82,0.74,0.54,1.02,1.11,0.76,0.49,0.98,0.83,8.33,3.93,0.61,0.95,0.51,0.93,0.0,0.31,1.27,2.27,0.47,0.71,1.15,0.76,0.45,0.61,0.84,0.53,0.68,0.18,0.18,0.35,0.38,0.36,0.34,0.47,0.16,0.36,0.31,1.34,0.43,0.38,0.96,0.69,0.36,0.28,0.65,1.02,0.66,0.38,0.62,0.84,0.8,0.62,0.73,1.59,0.39,0.35,0.44,0.35,0.65,0.15,0.16,0.28,0.3,0.21,0.17,0.39,2.49,0.18,0.4,0.09,0.17,0.06,0.37,0.08,0.04,0.17,0.07,0.09,0.51,0.14,0.16,0.12,0.18,0.17,0.22,0.06,0.19,0.42,0.41,0.18
p__Firmicutes;f__Ruminococcaceae;g__,13.01,8.35,13.65,14.17,11.45,10.69,18.82,4.74,5.94,7.91,5.83,4.09,5.59,4.33,7.5,7.68,13.06,7.79,14.84,6.18,10.12,9.12,11.15,5.14,5.48,10.83,4.08,9.7,12.39,16.56,15.04,9.2,9.57,14.48,8.87,14.97,10.38,15.2,13.52,3.35,1.47,3.83,5.23,4.22,8.39,14.45,12.19,15.16,8.53,3.45,7.5,9.04,14.11,17.3,7.58,9.54,14.64,16.34,16.44,10.77,7.23,9.14,5.98,15.67,16.44,10.27,10.06,10.35,13.7,14.3,10.77,17.52,13.56,17.34,16.88,9.95,14.77,4.61,4.52,10.26,14.7,20.59,9.51,1.01,6.87,21.04,26.38,23.2,20.94,25.41,26.74,18.95,31.06,18.32,10.93,20.38,10.23,8.35,16.43,13.11,11.87,12.65,13.5,14.77,10.5,11.84,8.32,8.8,11.97,10.55,13.88,9.89,12.36,17.83,17.16,21.67,17.14,10.76,21.6,14.6,12.8,14.92,16.95,16.95,10.82,12.8,16.48,14.62,11.15,14.63,13.12,8.8,4.95,12.61,10.75,13.99,10.29,18.17,6.77,11.56,11.76,14.05,12.05,12.54,10.96,11.92,14.69,11.23,9.2,12.62,12.75,13.89,11.73,12.78,8.77,12.79,18.82,19.58,12.24
p__Firmicutes;f__Ruminococcaceae;g__Faecalibacterium,1.1,4.95,6.36,5.4,8.02,10.61,10.43,10.75,11.15,12.07,10.34,14.9,13.51,8.27,7.4,3.49,2.55,9.12,3.41,3.74,8.4,14.82,10.24,10.37,10.9,15.42,6.16,4.35,5.18,4.93,8.96,12.38,15.6,7.03,17.08,4.92,9.42,9.05,5.86,13.93,14.1,11.64,14.03,12.9,9.2,9.98,11.97,4.22,2.4,3.77,5.47,3.75,4.56,3.2,0.98,7.29,2.99,6.24,4.71,5.18,6.59,3.06,0.83,4.11,3.96,3.23,9.34,1.57,4.86,6.56,1.38,3.36,5.81,3.66,3.86,7.02,2.67,5.2,2.61,5.48,4.04,3.74,7.72,0.0,0.0,0.95,5.31,2.76,2.86,2.87,2.54,2.94,2.3,2.37,2.65,2.91,2.47,5.68,7.05,9.09,4.12,3.81,5.54,7.27,4.37,6.72,4.47,5.74,6.33,5.61,3.88,4.91,4.87,2.84,4.13,2.68,1.71,3.04,3.17,2.07,1.65,3.1,1.55,3.18,3.75,4.3,2.68,2.31,1.63,2.53,4.01,3.64,2.61,1.98,2.91,3.55,3.12,2.19,4.4,4.49,3.74,4.32,4.12,3.45,3.08,4.7,4.38,8.06,3.94,3.31,2.77,3.46,3.57,4.5,3.6,3.88,3.23,2.21,3.62
p__Firmicutes;f__Ruminococcaceae;g__Oscillospira,0.27,0.16,0.3,0.39,1.17,0.84,0.42,0.75,0.85,0.55,0.79,0.73,1.64,1.06,0.6,0.42,0.43,1.01,0.64,0.84,0.75,0.49,0.32,0.79,0.84,0.84,0.86,0.26,0.51,0.71,0.83,0.6,0.2,0.38,0.53,0.38,0.51,0.74,0.46,0.32,0.46,0.41,0.41,0.52,0.9,0.9,0.81,1.38,0.68,0.56,1.27,1.1,0.83,0.92,0.59,0.49,0.32,0.39,0.4,0.55,0.61,0.47,0.28,0.62,0.82,0.5,0.46,0.42,0.72,0.29,0.57,0.41,1.03,1.03,0.86,0.89,1.04,0.4,0.3,1.09,0.77,0.95,0.22,0.71,0.61,2.15,0.44,0.62,0.75,0.75,0.72,1.07,0.51,1.2,0.19,0.72,1.63,0.64,1.27,1.02,0.9,1.54,1.22,0.96,0.57,1.23,0.6,1.17,0.57,0.51,0.73,1.05,0.74,0.63,0.29,0.85,0.43,0.44,0.88,0.73,0.78,0.73,0.52,1.53,0.71,1.99,1.12,1.2,0.97,1.34,0.55,0.79,0.69,0.79,0.78,0.96,0.56,0.83,1.22,0.78,1.49,1.62,1.38,1.07,1.49,1.48,0.84,0.7,1.02,0.75,1.07,0.98,0.79,0.76,0.96,0.69,1.14,1.41,1.53
p__Firmicutes;f__Ruminococcaceae;g__Ruminococcus,3.19,4.63,3.42,2.24,3.21,2.7,1.3,4.37,3.58,2.7,6.63,4.84,2.55,4.1,3.1,2.15,1.81,2.47,2.17,2.35,2.45,5.78,2.89,3.82,2.6,3.46,2.8,1.94,4.28,1.75,2.53,5.02,5.58,3.51,6.98,2.0,5.7,2.72,4.48,0.29,0.2,0.45,2.07,2.65,3.5,3.06,3.76,4.16,1.3,0.32,3.56,2.32,3.27,8.4,1.11,3.3,2.38,5.3,3.26,3.36,2.76,1.98,0.47,2.41,3.07,2.46,2.39,2.98,5.1,1.43,1.78,5.87,1.9,1.66,2.22,1.35,1.68,0.49,4.3,2.03,4.15,3.5,5.13,0.0,0.0,0.96,6.49,1.97,1.72,4.07,2.99,3.13,4.73,2.08,3.25,2.8,3.02,3.19,1.89,2.35,1.86,3.44,2.67,2.44,1.89,5.76,1.76,4.2,2.05,9.05,3.41,3.31,3.55,1.72,2.91,4.95,3.57,3.46,2.26,4.61,2.74,0.9,2.42,5.22,1.14,5.74,4.34,3.51,2.86,2.13,2.85,5.42,2.37,3.06,4.07,1.46,2.77,3.05,5.09,3.43,2.65,3.57,4.51,3.15,3.95,5.2,4.73,5.24,6.1,4.39,2.02,3.33,3.2,5.28,4.92,3.52,2.93,4.85,4.85
p__Firmicutes;f__Veillonellaceae;g__Dialister,2.08,7.06,1.03,3.71,0.82,0.61,1.77,0.92,2.32,1.4,0.09,2.79,3.35,1.44,1.1,1.24,0.18,0.59,1.31,1.03,0.28,0.55,0.37,0.93,1.9,0.62,1.46,1.08,2.92,2.04,2.45,0.39,0.84,0.26,0.06,0.34,0.04,0.28,0.15,0.18,0.18,0.14,0.08,0.14,0.29,0.11,0.23,0.14,0.03,0.18,2.16,0.06,0.53,0.66,0.31,0.9,0.89,0.82,1.55,1.54,1.25,0.24,0.29,0.65,0.79,0.43,0.43,0.11,0.91,0.84,0.07,0.18,0.03,0.42,0.27,0.56,0.05,0.09,0.29,0.43,0.38,1.3,0.61,0.0,0.0,0.0,0.05,1.16,1.44,2.79,2.2,2.07,2.05,2.66,1.23,2.83,1.01,0.75,1.94,2.99,1.23,3.66,3.0,1.58,2.6,1.48,0.29,0.84,1.44,1.3,0.96,2.31,1.42,2.71,4.16,5.07,1.54,2.6,2.62,2.97,2.69,1.7,0.71,2.81,1.5,2.17,3.45,2.04,1.5,3.08,3.41,2.25,1.46,2.09,1.73,0.46,1.03,1.2,1.35,1.29,1.24,1.29,1.43,1.58,2.34,1.72,1.55,1.1,2.3,2.16,2.43,2.32,1.03,1.79,1.38,1.6,3.53,1.42,2.52
p__Firmicutes;f__Veillonellaceae;g__Phascolarctobacterium,0.23,0.13,0.39,0.23,0.89,0.4,0.23,0.36,0.2,0.34,1.15,0.32,0.24,0.61,0.8,0.05,1.06,0.76,1.02,0.45,1.06,0.53,1.47,0.65,0.69,0.91,0.29,0.91,0.18,0.43,0.3,0.62,0.64,0.97,1.01,0.72,0.84,1.76,0.72,0.52,0.84,0.6,0.69,0.89,0.66,0.97,0.87,0.79,0.97,1.12,0.24,0.7,1.0,0.82,0.53,0.64,0.37,0.44,0.27,0.08,0.49,1.05,1.12,0.61,0.5,0.54,0.21,1.01,0.38,0.36,0.62,0.47,0.96,0.54,1.19,0.69,0.53,0.21,0.59,1.24,0.57,0.76,0.87,0.0,0.04,2.53,0.61,0.7,0.56,0.4,0.8,1.1,0.79,0.05,0.03,0.17,0.09,0.03,0.25,0.2,0.29,0.22,0.17,0.19,0.12,0.27,1.15,0.1,0.24,0.11,0.26,0.11,0.29,0.19,0.05,0.14,0.11,0.05,0.32,0.14,0.06,0.11,0.15,0.2,0.06,0.11,0.11,0.21,0.17,0.06,0.37,0.31,0.04,0.09,0.12,0.17,0.08,0.28,0.16,0.06,0.08,0.22,0.12,0.08,0.07,0.06,0.06,0.03,0.08,0.06,0.04,0.03,0.05,0.04,0.02,0.01,0.08,0.23,0.09
p__Firmicutes;f__Veillonellaceae;g__Veillonella,0.0,0.09,0.01,0.03,0.04,0.01,0.0,0.03,0.04,0.06,0.04,0.05,0.03,0.02,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.02,0.0,0.06,0.03,0.03,0.06,0.02,0.01,0.0,0.12,0.01,0.04,0.0,0.02,0.01,0.01,0.01,0.0,0.04,0.19,0.12,0.02,0.03,0.03,0.04,0.01,0.02,0.0,1.07,0.04,0.02,0.0,0.0,0.02,0.14,0.02,0.09,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.45,0.0,0.05,0.05,0.0,0.0,0.36,0.0,0.2,0.14,0.03,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.07,0.02,0.03,0.01,0.11,0.0,0.02,0.04,0.03,0.19,0.02,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.08,0.0,0.02,0.01,0.01,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
